slug,english,arabic,urdu,gender,qfacts_gender,person_ld_gender,namecard_gender,faq_gender_answer,origin,letters,letter_breakdown,meaning_dict,meaning_root,meaning_iuh,mean_dict_marker_placeholder,mean_root_marker_placeholder,mean_iuh_marker_placeholder,bearers_count_json,is_widely_attested_negative,word_count_prose,prose_male_pronouns,prose_female_pronouns,is_duplicate_of,slug_spelling_ok,arabic_ok,urdu_ok,gender_verified,gender_review_needed,content_thin,content_review_needed,famous_bearers_count,bearers_count_visible
isha,Isha,عشاء,عشاء,Female,Female,Female,Female,"Isha is a girl name in Islam. Night prayer, evening — Islamic spiritual name.",Arabic,4,Ain · Sheen · Alif · Hamza,"Night prayer, evening — Islamic spiritual name",ain-sh-w — The root ain-sh-w denotes the falling of evening and the dimming of sight; from it come isha (night prayer) and 'asha (dusk meal).,"Ain perceives the fading light, Sheen radiates the lamps of prayer, Alif rises in worship, and Hamza holds the breath of the day's last surrender. The letters together draw the soul into the quiet of nightfall.",0,0,0,0,0,1255,0,1,,1,1,1,1,0,0,0,1,1
ishaq,Ishaq,إِسْحَاق,إِسْحَاق,Male,Male,Male,Male,"Ishaq is a boy name in Islam. Isaac — the Prophet, son of Ibrahim and Sarah, father of Yaqub.",Arabic,5,Alif · Sin · Ha · Alif · Qaf,He laughs; the prophet Isaac.,non-Arabic origin — From Hebrew Yitzḥaq — he laughs; the Quran preserves the…,"Alif opens with primordial breath, Sin seals the secret promise, Ha-breath carries Sarah's wonder-laughter, Alif rises in covenant, and Qaf reaches the heart of God's word. The letters bind a son's name to the laughter of his mother.",0,0,0,1,0,806,6,0,,1,1,1,1,0,0,0,1,1
ishraq,Ishraq,إشراق,إشراق,Female,Female,Female,Female,Ishraq is a girl name in Islam. Ishraq — Sunrise/radiance — top Arab girls. This name carries deep roots in Isla.,Arabic,5,Alif · Sheen · Ra · Alif · Qaf,Ishraq — Sunrise/radiance — top Arab girls,sh-r-q — The root sh-r-q means to rise (of the sun) and to shine. Ishraq names the act of dawn-radiance and is the title of Suhrawardi's school of illuminationist philosophy.,"Alif opens to the eastern horizon, Sheen radiates the first light, Ra carries mercy across the rising day, Alif lifts the heart in worship, and Qaf reaches the inner sun of the heart. The letters trace a soul awakening to luminous certainty.",0,0,0,0,1,1194,0,2,,1,1,1,1,0,0,1,0,0
ismail,Ismail,إِسْمَاعِيل,اسماعیل,Male,Male,Male,Male,"Ismail is a boy name in Islam. Son of Ibrahim — built the Kaaba, father of Arab Muslims.",Arabic,7,Alif · Sin · Meem · Alif · Ain · Ya · Lam,God hears — the prophet Ishmael.,non-Arabic origin — From Hebrew Yishmaʿel (yishmaʿ-El) — God hears; the Quran…,"Alif begins, Sin seals the secret of submission, Meem holds the mother Hajar's love, Alif raises the willing son, Ain perceives the divine command, Ya yearns toward sacrifice, and Lam joins son to father. The letters carry the covenant of Zamzam and the binding.",0,0,0,1,0,1461,6,0,,1,1,1,1,0,0,0,1,1
isra,Isra,إسراء,اسراء,Female,Female,Female,Female,"Isra is a girl name in Islam. The Night Journey — Surah 17, the Prophet's ascension from Masjid al-Aqsa.",Arabic,5,Alif · Sin · Ra · Alif · Hamza,"The Night Journey — Surah 17, the Prophet's ascension from Masjid al-Aqsa",s-r-y — The root s-r-y means to travel by night; isra denotes the Qur'anic Night Journey of the Prophet from Mecca to Jerusalem.,"Alif opens the night sky, Sin seals the secret of the journey, Ra carries mercy on the steed Buraq, Alif rises in ascent, and Hamza holds the primordial breath of the unseen. The letters together trace a sacred travelling that only God witnesses fully.",0,0,0,0,0,889,3,0,,1,1,1,1,0,0,0,1,1
issam,Issam,عصام,عصام,Male,Male,Male,Male,"Issam is a boy name in Islam. Safeguard, bond — the protector through strong binding covenant.",Arabic,4,Ain · Sad · Alif · Meem,"Safeguard, bond — the protector through strong binding covenant","ain-s-m — The root ain-s-m denotes preserving, safeguarding, and binding in protection. From it derive ma'sum (protected, sinless) and i'tisam (holding fast).","Ain perceives the danger, Sad keeps fidelity to the covenant of safety, Alif raises the shield, and Meem mothers the protected one in love. The letters draw a soul that is itself a refuge.",0,0,0,0,0,958,2,0,,1,1,1,1,0,0,0,1,1
iyad,Iyad,إياد,ایاد,Male,Male,Male,Male,"Iyad is a boy name in Islam. Strong, powerful — classic Arab boys name.",Arabic,4,Alif · Ya · Alif · Dal,"Strong, powerful — classic Arab boys name","a-y-d — The root a-y-d signifies strength, support, and reinforcement. From it come ayyada (he strengthened) and ta'yid (divine support).","Alif opens the strong soul, Ya carries its yearning to uphold, Alif rises again as renewed origin, and Dal opens the door of refuge to those who lean upon it. The letters trace a name whose bearer becomes a doorway of strength.",0,0,0,0,0,1173,1,0,,1,1,1,1,0,0,0,1,1
iyadh,Iyadh,إياض,ایاض,Male,Male,Male,Male,"Iyadh is a boy name in Islam. Strong refuge, the place of safety — from root ain-y-dh (iya.",Arabic,4,Alif · Ya · Alif · Dad,"Strong refuge, the place of safety — from root ain-y-dh (iya",ain-w-dh — The root ain-w-dh means to seek refuge or take shelter. From it come the Qur'anic verbs of seeking protection (a'udhu) and the suras of refuge.,"Alif opens the suppliant soul, Ya stretches in plea, Alif rises again in trust, and Dad of luminous strength stands as the refuge offered. The letters draw a sanctuary that both protects and shines.",0,0,0,1,0,1214,2,0,,1,1,1,1,0,0,0,1,1
izaan,Izaan,إذعان,اذعان,Male,Male,Male,Male,"Izaan is a boy name in Islam. Obedience, submission — the willing acceptance of what is right and true.",Arabic,5,Alif · Dhal · Ain · Alif · Nun,"Obedience, submission — the willing acceptance of what is right and true","dh-ain-n — The root dh-ain-n denotes yielding, compliance, and willing submission to truth. Idh'an names the inner consent that follows recognition of right.","Alif opens, Dhal calls the soul to remember, Ain perceives the rightness of the call, Alif rises again, and Nun seals the inkwell of obedient knowing. The letters trace a soul that bows because it has truly seen.",0,0,0,0,1,904,0,0,,1,1,1,1,0,0,1,0,0
izhar,Izhar,إظهار,اظہار,Male,Male,Male,Male,"Izhar is a boy name in Islam. Manifestation, making evident — from root zh-h-r (azhara — t.",Arabic,5,Alif · Dha · Ha · Alif · Ra,"Manifestation, making evident — from root zh-h-r (azhara — t","dha-h-r — The root dha-h-r denotes appearing, becoming manifest, and being upon the surface. From it come zahir (the apparent) and izhar (the act of making manifest).","Alif begins in hidden origin, Dha emerges as luminous strength, Ha-light affirms the identity now revealed, Alif rises in disclosure, and Ra carries mercy across the unveiling. The letters trace a name brought from the secret to the witnessed world.",0,0,0,0,0,1328,2,0,,1,1,1,1,0,0,0,1,1
izzat,Izzat,عزة,عزت,Male,Male,Male,Male,"Izzat is a boy name in Islam. Honour, dignity — from root ain-z-z (azza — to be mighty, to.",Arabic,3,Ain · Zayn · Ta,"Honour, dignity — from root ain-z-z (azza — to be mighty","ain-z-z — The root ain-z-z denotes might, dignity, and unassailable honour. Al-Aziz, derived from this root, is one of the divine names.","Ain perceives true worth, Zayn adorns the soul with honour, and the final ta of completion seals the dignity as inviolable. The letters together draw a name that wears nobility as its garment.",0,0,0,0,0,1143,2,0,,1,1,1,1,0,0,0,1,1
jabbar,Jabbar,جبار,جبار,Male,Male,Male,Male,"Jabbar is traditionally a Muslim boy name. Mighty, the Compeller — one of the divine names of overwhelming power.",Arabic,4,Jeem · Ba · Alif · Ra,"Mighty, the Compeller — one of the divine names of overwhelming power","j-b-r — The root j-b-r conveys mending and overpowering restoration. Al-Jabbar, the Compeller, is one of the ninety-nine divine names denoting irresistible power that also mends.","Jeem opens with majestic beauty, Ba lays an unshakeable foundation, Alif rises in overwhelming presence, and Ra carries mercy through compelling power. The letters draw a force that breaks only to heal.",0,0,0,0,0,918,0,0,,1,1,1,1,0,0,0,1,1
jaber,Jaber,جابر,جابر,Male,Male,Male,Male,Jaber is a boy name in Islam. Comforter.,Arabic,4,Jeem · Alif · Ba · Ra,Comforter.,"j-b-r — From the root j-b-r meaning to mend, to set right what is broken; the active participle jabir names the mender.","Jeem brings beauty to the work of repair, Alif raises the consoler, Ba grounds him in foundation, and Ra moves mercy through every comfort given. The North African vowel softens the bone-setter's name into a son's.",0,0,0,1,0,1318,3,0,,1,1,1,1,0,0,0,1,1
jabir,Jabir,جابر,جابر,Male,Male,Male,Male,"Jabir is a boy name in Islam. Healer, setter of bones — prolific hadith companion.",Arabic,4,Jeem · Alif · Ba · Ra,"Healer, setter of bones — prolific hadith companion","j-b-r — The root j-b-r denotes mending fractures, restoring loss, and the algebraic act of bringing equal sides together; from it Khwarizmi's al-jabr is named.","Jeem opens with beauty, Alif raises the healer, Ba grounds him in foundation, and Ra carries mercy in the act of restoration. The letters describe a soul whose presence sets the broken right.",0,0,0,2,0,1069,4,0,,1,1,1,1,0,0,0,2,2
jabr,Jabr,جبر,جبر,Male,Male,Male,Male,"Jabr is a boy name in Islam. Restoration, healing of the broken — Arab boys.",Arabic,3,Jeem · Ba · Ra,"Restoration, healing of the broken — Arab boys","j-b-r — The root j-b-r names the act of mending bones, restoring losses, and reconciling broken parts. The science of algebra (al-jabr) takes its name from this root.","Jeem opens with beauty in the work of mending, Ba grounds the healing in foundation, and Ra moves mercy through every restoration. Three letters compress an entire art of repair into a single breath.",0,0,0,0,0,1196,1,0,,1,1,1,1,0,0,0,1,1
jad,Jad,جاد,جاد,Male,Male,Male,Male,"Jad is a boy name in Islam. Serious, gift — trending Levantine boys name.",Arabic,3,Jeem · Alif · Dal,"Serious, gift — trending Levantine boys name","j-d-d — The root j-d-d carries dual meanings of seriousness, earnestness and of newness/renewal. From it come jadd (effort, ancestor) and jadid (new).","Jeem opens with beauty of intent, Alif raises the upright striver, and Dal swings open the door of fresh beginnings. The letters together draw a soul who is at once serious and ever-renewing.",0,0,0,0,0,1187,2,0,,1,1,1,1,0,0,0,1,1
jafar,Jafar,جَعْفَر,جَعْفَر,Male,Male,Male,Male,Jafar is a boy name in Islam. Jafar — Stream — Imam Jafar al-Sadiq. This name carries deep roots in Islamic na.,Arabic,4,Jeem · Ain · Fa · Ra,"Stream, small river — Jaʿfar ibn Abi Ṭālib, cousin of the Prophet.","ج-ع-ف-ر — From j-ʿ-f-r, denoting a small stream or brook.","Jeem beauty, Ain perceiving, Fa opening, Ra mercy.",0,0,0,2,0,1321,5,0,,1,1,1,1,0,0,0,2,2
jahangir,Jahangir,جهانگیر,جہانگیر,Male,Male,Male,Male,Jahangir is traditionally a Muslim boy name. World-conqueror — the Mughal Emperor whose name shaped an era.,Persian,7,Jeem · Ha · Alif · Nun · Gaf · Ya · Ra,World-conqueror — the Mughal Emperor whose name shaped an era,"Persian compound jahān (world) + gīr (seizer, conqueror) — 'world-conqueror'. Mughal Emperor Jahāngīr (r. 1605–1627) fixed the name in Indian Muslim memory. Not an Arabic root.","Jeem brings beauty to the conqueror, Ha-light affirms his identity, Alif raises the throne, Nun stores the realm's knowledge, Ya yearns across borders, and Ra carries the mercy that should temper power. Persian compounding lays world (jahan) under the seizing hand (gir).",0,0,0,1,0,905,7,0,,1,1,1,1,0,0,0,1,1
jalal,Jalal,جلال,جلال,Male,Male,Male,Male,"Jalal is traditionally a Muslim boy name. Majesty, glory — the overwhelming greatness that commands awe.",Arabic,4,Jeem · Lam · Alif · Lam,"Majesty, glory — the overwhelming greatness that commands awe","j-l-l — The root j-l-l denotes greatness, majesty, and overwhelming importance. Al-Jalil is one of the divine names; jalal pairs with jamal as the two great qualities of God.","Jeem opens with beauty of awe, Lam joins the soul to the sublime, Alif raises the trembling witness, and a second Lam binds him into majesty's presence. The letters trace a name that conveys the weight of glory.",0,0,0,1,0,919,3,0,,1,1,1,1,0,0,0,1,1
jalil,Jalil,جليل,جلیل,Male,Male,Male,Male,"Jalil is traditionally a Muslim boy name. Sublime, majestic — one of great importance and stature.",Arabic,4,Jeem · Lam · Ya · Lam,"Sublime, majestic — one of great importance and stature","j-l-l — From j-l-l, denoting majesty, sublimity, and reverenced greatness; al-Jalil is among the Beautiful Names of God.","Jeem opens with beauty, Lam draws the soul into reverence, Ya stretches yearning toward the sublime, and a second Lam seals the bond of awe. The letters together draw a presence that commands respect without demanding it.",0,0,0,0,0,888,1,0,,1,1,1,1,0,0,0,1,1
jamal,Jamal,جمال,جمال,Male,Male,Male,Male,Jamal is a boy name in Islam. Beauty — top Arab boys name.,Arabic,4,Jeem · Meem · Alif · Lam,"Beauty, grace.","j-m-l — From j-m-l, denoting beauty, comeliness, and grace. Jamal pairs with jalal in classical Islamic theology to name God's two great attributes.","Jeem holds beauty as its very name, Meem cradles it in motherly love, Alif raises beauty toward its origin, and Lam joins beholder to beauty seen. The letters together form one of the simplest and most luminous names in Arabic.",0,0,0,1,0,1295,0,0,,1,1,1,1,0,0,0,1,1
jamila,Jamila,جميلة,جمیلہ,Female,Female,Female,Female,Jamila is a girl name in Islam. Beautiful — top Arab girls name.,Arabic,5,Jeem · Meem · Ya · Lam · Ta,Beautiful (feminine of Jamīl).,"j-m-l — From j-m-l, beauty and gracefulness; jamila is the feminine of jamil, the beautiful one.","Jeem opens beauty itself, Meem mothers her with love, Ya carries her yearning, Lam joins her to the Beloved, and the final ta of completion crowns her loveliness as gift. The letters describe a beauty that is both seen and given.",0,0,0,1,0,1296,0,8,,1,1,1,0,1,0,0,1,1
jana,Jana,جنى,جنی,Female,Female,Female,Female,"Jana is a girl name in Islam. Fruit, harvest — top Gulf and Levant girls name.",Arabic,3,Jeem · Nun · Ya,"Harvest, fruit gathered — also 'paradise'.","j-n-y — The root j-n-y means to gather fruit, to harvest; jana names the gathered fruit itself, also extended to the sweetness of paradise.","Jeem opens with beauty in the orchard, Nun pours the inkwell of careful tending, and the final long Ya stretches toward the harvest. Three letters draw a soul who is herself a sweet gathering.",0,0,0,0,0,1236,0,4,,1,1,1,1,0,0,0,1,1
janna,Janna,جَنَّة,جنہ,Female,Female,Female,Female,Janna is a girl name in Islam. Garden.,Arabic,3,Jeem · Nun · Ta,Garden — 4-letter Janna spelling,"j-n-n — The root j-n-n carries meanings of covering, hiding, and shading. From it come janna (garden), jinn (the hidden), and junun (madness).","Jeem opens with the beauty of shaded paradise, Nun pours the inkwell of hidden delight, and the final ta of completion seals the garden as God's finished promise. The letters together draw the believer's home beyond death.",0,0,0,0,1,1343,0,1,,1,1,1,1,0,0,1,0,0
jannah,Jannah,جَنَّة,جنت,Female,Female,Female,Female,"Jannah is a girl name in Islam. Paradise — the eternal garden of divine contentment, the ultimate destination.",Arabic,3,Jeem · Nun · Ta,"Paradise — the eternal garden of divine contentment, the ultimate destination","j-n-n — From j-n-n, to cover or conceal; janna is the Qur'anic word for the hidden garden of paradise.","Jeem opens with beauty veiled, Nun gathers the inkwell of unseen delights, and the final ta of completion crowns paradise as the believer's full reward. The letters together name the destination of every righteous soul.",0,0,0,0,1,984,0,1,,1,1,1,1,0,0,1,0,0
jarir,Jarir,جرير,جریر,Male,Male,Male,Male,Jarir is a boy name in Islam. Jarir — Companion poet — Arab boys name. This name carries deep roots in Islamic.,Arabic,4,Jeem · Ra · Ya · Ra,Jarir — Companion poet — Arab boys name,"j-r-r — The root j-r-r denotes drawing, pulling, and trailing along; jarir names a halter or rope and by extension one who draws others.","Jeem opens with beauty of voice, Ra carries mercy through long lines, Ya yearns in poetic measure, and a second Ra trails the verse like a long rope. The letters draw a poet whose words pull listeners across the desert.",0,0,0,1,0,1171,0,2,,1,1,1,1,0,0,0,1,1
jarrar,Jarrar,جرار,جرار,Male,Male,Male,Male,"Jarrar is traditionally a Muslim boy name. Powerful, formidable — the one who commands and leads armies.",Arabic,4,Jeem · Ra · Alif · Ra,"Powerful, formidable — the one who commands and leads armies","j-r-r — From j-r-r, to draw or to pull along; jarrar in classical usage describes a leader who draws armies behind him.","Jeem opens with the beauty of leadership, Ra carries mercy through the ranks, Alif raises the standard, and a second Ra trails the long line of followers. The letters together depict a commander whose name itself implies the army he draws.",0,0,0,0,0,869,5,0,,1,1,1,1,0,0,0,1,1
jasim,Jasim,جاسم,جاسم,Male,Male,Male,Male,Jasim is a boy name in Islam. Jasim — Great — Kuwaiti/Gulf boys name. This name carries deep roots in Islamic .,Arabic,4,Jeem · Alif · Sin · Meem,Jasim — Great — Kuwaiti/Gulf boys name,"j-s-m — The root j-s-m denotes body, corporeal mass, and physical embodiment; jasim describes one of large and noble frame.","Jeem opens with the beauty of form, Alif raises the upright body, Sin seals the secret of physical strength, and Meem mothers the strong frame in love. The letters together describe a presence felt before it is seen.",0,0,0,0,0,1262,1,0,,1,1,1,1,0,0,0,1,1
jasmine,Jasmine,يَاسْمِين,جاسمین,Female,Female,Female,Female,Jasmine is a girl name in Islam. Jasmine.,Arabic,6,Ya · Alif · Sin · Meem · Ya · Nun,Jasmine — Western Muslim girls name dominant spelling,,"Ya yearns toward fragrance, Alif raises the climbing vine, Sin seals the night-scent's secret, Meem mothers the white flower in love, Ya stretches its perfume across the courtyard, and Nun stores the garden's memory. The Arabic yasmin lends the Western spelling all six of these letters.",0,1,0,0,0,1328,0,1,,1,1,1,1,0,1,1,1,1
jasur,Jasur,جسور,جسور,Male,Male,Male,Male,Jasur is a boy name in Islam. Brave — Uzbek top boys name.,Arabic,4,Jeem · Sin · Waw · Ra,Brave — Uzbek top boys name,,"Jeem opens with beauty of courage, Sin seals the secret of inner steel, Waw connects bravery to its source, and Ra carries mercy through every brave act. Uzbek naming preserves the Arabic letters of valour.",0,1,0,0,1,1219,0,0,,1,1,1,1,0,1,1,0,0
javad,Javad,جواد,جواد,Male,Male,Male,Male,Javad is a boy name in Islam. Generous — Iranian boys name.,Arabic,4,Jeem · Waw · Alif · Dal,Generous — Iranian boys name,"j-w-d — The root j-w-d denotes generosity, excellence, and the noble outpouring of gifts. From it come jud (munificence) and jawad (generous one, also a fine horse).","Jeem opens with the beauty of giving, Waw connects giver to receiver, Alif raises the open hand, and Dal swings open the door of the home. Persian softens the second consonant but the letters of generosity remain.",0,0,0,1,0,1221,2,0,,1,1,1,1,0,0,0,1,1
javed,Javed,جاوید,جاوید,Male,Male,Male,Male,"Javed is traditionally a Muslim boy name. Eternal, immortal — the one who lives forever in impact.",Persian,5,Jeem · Alif · Waw · Ya · Dal,"Eternal, immortal — the one who lives forever in impact",,"Jeem opens with beauty of legacy, Alif raises the lasting deed, Waw connects life to its continuation, Ya yearns across generations, and Dal opens the door of remembrance. Persian compounds these letters to mean ever-living.",0,1,0,0,0,874,4,0,,1,1,1,1,0,1,1,2,2
jawad,Jawad,جواد,جواد,Male,Male,Male,Male,"Jawad is a boy name in Islam. Generous — the noble horse, divine quality.",Arabic,4,Jeem · Waw · Alif · Dal,"Generous — the noble horse, divine quality","j-w-d — The triliteral j-w-d names generosity, excellence, and noble bestowal; al-Jawad is one of the divine names of overflowing giving.","Jeem opens with the beauty of bounty, Waw connects the giver's heart to the receiver's need, Alif raises the open palm, and Dal swings wide the door of welcome. The letters together draw a name in which giving becomes the soul's signature.",0,0,0,1,0,1379,5,0,,1,1,1,1,0,0,0,1,1
jawahir,Jawahir,جواهر,جواہر,Female,Female,Female,Female,,Arabic,5,Jeem · Waw · Alif · Ha · Ra,Jewels — the woman who contains within her the most precious things,"j-h-r — From j-h-r, to be apparent, to make public; the noun jawhar names a substance, essence, or jewel, and jawahir is its plural.","Jeem opens with the beauty of treasure, Waw connects each gem to its setting, Alif raises the necklace, Ha-light affirms the shining identity, and Ra carries mercy through the multiplied jewels. The letters draw a woman whose every quality is a precious stone.",0,0,0,0,1,899,0,8,,1,1,1,1,0,0,1,0,0
jawhar,Jawhar,جوهر,جوہر,Female,Female,Female,Female,Jawhar is a girl name in Islam. Jawhar — Essence/gem — top Arab boys. This name carries deep roots in Islamic na.,Arabic,4,Jeem · Waw · Ha · Ra,Jawhar — Essence/gem — top Arab boys,"j-h-r — The root j-h-r denotes manifestation and openness; the philosophical noun jawhar designates substance or essence, and in everyday Arabic a precious gem.","Jeem opens with the beauty of essence, Waw connects surface to depth, Ha-light affirms the inner identity, and Ra carries mercy as the gem catches light. The letters together name the irreducible core that makes a thing what it is.",0,0,0,1,0,1223,0,1,,1,1,1,1,0,0,0,1,1
jawhara,Jawhara,جوهرة,جوہرہ,Female,Female,Female,Female,"Jawhara is a girl name in Islam. Gem, jewel — feminine of Jawhar. In Islamic philosophy, the .",Arabic,5,Jeem · Waw · Ha · Ra · Ta,"Gem, jewel — feminine of Jawhar. In Islamic philosophy",,"Jīm opens the name with the round vessel of beauty — the letter that holds. Waw conjoins through its breath of binding. Ha softens the long ascent into life, and the Ra rolls the whole forward as motion. The closing Alif lifts it into singular standing. A bearer of Jawhara contains the precious thing inside her, breathes it outward through tenderness, and lets it move into the world as a settled jewel.",0,1,0,0,0,1153,0,0,,1,1,1,1,0,1,1,1,1
jibran,Jibran,جبران,جبران,Male,Male,Male,Male,"Jibran is a boy name in Islam. Restorer — carried by Kahlil Gibran, the most widely read Arab author in history.",Arabic,5,Jeem · Ba · Ra · Alif · Nun,"Restorer — carried by Kahlil Gibran, the most widely read Arab author in history",,"Jīm founds the name in the rounded vessel of beauty and the verbal sense of mending. Ba places it in second presence — the dwelling where what is broken comes to rest. Ra rolls forward in continuous motion, and the closing Nun draws the whole into the depth where healing settles. A bearer of Jibran is one who carries the act of restoration as his standing posture: he gathers what is broken, holds it, moves it forward, and settles it into depth.",0,1,0,0,0,898,2,0,,1,1,1,1,0,1,1,1,1
jibreel,Jibreel,جبريل,جبریل,Male,Male,Male,Male,"Jibreel is a boy name in Islam. Gabriel — the angel of revelation, directly named in Quran.",Arabic,5,Jeem · Ba · Ra · Ya · Lam,"Gabriel — the angel of revelation, directly named in Quran",,"Jīm carries the rounded vessel of mending in the verbal sense of jabr — to make whole. Ba founds the dwelling. Ra lifts the motion of mercy upward. Yāʾ extends through the long reach of revelation. Lām binds it to the divine direction. A bearer of Jibreel stands inside the name of the messenger who carries healing as speech: founded, lifted, extended, and bound to the source.",0,1,0,0,0,1277,3,0,,1,1,1,1,0,1,1,1,1
jibril,Jibril,جبريل,جبریل,Male,Male,Male,Male,Jibril is a boy name in Islam. Jibreel.,Arabic,5,Jeem · Ba · Ra · Ya · Lam,Jibreel.,,"Jīm carries the rounded letter of mending and beauty. Ba is the second presence, the dwelling. Ra rolls forward in the motion of mercy. Yāʾ extends as the inner reach of revelation, and Lām binds to the divine direction. A bearer of Jibril is named into the messenger's office — to carry the unseen toward the seen as a gift that mends.",0,1,0,0,0,1243,2,0,,1,1,1,1,0,1,1,1,1
jihad,Jihad,جهاد,جہاد,Male,Male,Male,Male,Jihad is traditionally a Muslim boy name. Striving — the sacred effort of the believer in every domain of life.,Arabic,4,Jeem · Ha · Alif · Dal,Striving — the sacred effort of the believer in every domain of life,,"Jīm founds the name in the rounded vessel of effort. Ha (ha) gives it the warmth of sustained life. Alif rises as the upright origin of the act. Dāl closes the name in the door of return — the place to which effort is brought home. A bearer of Jihad is named into the work of striving that does not stop short of its threshold: founded, warmed, lifted, and brought to a door.",0,1,0,0,0,858,0,0,,1,1,1,1,0,1,1,1,1
jihan,Jihan,جيهان,جیہان,Female,Female,Female,Female,Jihan is a girl name in Islam. Jihan — World — top Arab girls name. This name carries deep roots in Islamic nam.,Arabic,5,Jeem · Ya · Ha · Alif · Nun,Jihan — World — top Arab girls name,Persian-origin loan jahān (world) Arabized as a feminine name. Naturalised through Egyptian First Lady Jihan El Sadat. Not a classical Arabic triliteral.,"Jīm rounds the name in beauty, Ha breathes warmth through its centre, Alif lifts upright into singular standing, and Nun closes in the depth that holds the world. A bearer of Jihan carries the world inside her as beautifully formed and held in depth.",0,0,0,0,0,1081,0,1,,1,1,1,1,0,0,0,1,1
jinan,Jinan,جنان,جنان,Female,Female,Female,Female,Jinan is a girl name in Islam. Gardens of paradise — trending global girls name.,Arabic,4,Jeem · Nun · Alif · Nun,Gardens of paradise — trending global girls name,"From j-n-n (to conceal, to enclose). Jinān is the plural of jannah: the multiple gardens of paradise, jannāt ʿadn.","Jīm rounds in beauty, the first Nun draws inward into depth, Alif lifts the depth upright, and the second Nun closes again in inwardness. The doubled-Nun letters the doubled-paradise — gathered, lifted, and returned to enclosure.",0,0,0,0,1,873,0,0,,1,1,1,1,0,1,1,0,0
jood,Jood,جود,جود,Female,Female,Female,Female,Jood is a girl name in Islam. Jood — Generosity — top Gulf girls name. This name carries deep roots in Islamic.,Arabic,3,Jeem · Waw · Dal,Jood — Generosity — top Gulf girls name,"From j-w-d (to be excellent, generous). Jūd is the noun: open-handed giving that does not count what is given. Same root yields ijtihād.","Jīm opens with the rounded vessel of generosity, Waw conjoins through the breath of binding, Dāl closes as the door of return where what was given comes home. The bearer of Jood is unforced giving: gathered, conjoined, and opened through the door of return.",0,0,0,0,1,1108,0,2,,1,1,1,1,0,1,1,0,0
joud,Joud,جود,جود,Female,Female,Female,Female,Joud is a girl name in Islam. Generosity — top Gulf girls name.,Arabic,3,Jeem · Waw · Dal,Generosity — top Gulf girls name,"Variant transliteration of Jūd. From j-w-d — open-handed generosity, excellence in giving.",,0,0,1,0,1,1191,0,1,,1,1,1,1,0,1,1,0,0
joudy,Joudy,جودي,جودی,Female,Female,Female,Female,"Joudy is a girl name in Islam. Generosity — the most giving woman, with Quranic Judi mountain connection.",Arabic,4,Jeem · Waw · Dal · Ya,"Generosity — the most giving woman, with Quranic Judi mountain connection",,,0,1,1,0,1,842,1,1,,1,1,1,1,0,1,1,0,0
jouhayna,Jouhayna,جهينة,جہینہ,Female,Female,Female,Female,Jouhayna is a girl name in Islam. Young gazelle — Moroccan girls name.,Arabic,5,Jeem · Ha · Ya · Nun · Ta,Young gazelle — Moroccan girls name,"Diminutive of Juhayna, traditional feminine tribal name meaning 'young gazelle, tender one'. The Banu Juhayna were among the first tribes to embrace Islam.",,0,0,1,0,1,1080,0,1,,1,1,1,1,0,1,1,0,0
joumana,Joumana,جمانة,جمانہ,Female,Female,Female,Female,Joumana is a girl name in Islam. Joumana — Silver pearls — Levantine girls. This name carries deep roots in Islam.,Arabic,5,Jeem · Meem · Alif · Nun · Ta,Joumana — Silver pearls — Levantine girls,From Persian gawhar / jumān (silver pearls) Arabized in classical naming — the small luminous pearls strung in necklaces.,,0,0,1,0,0,1114,0,2,,1,1,1,1,0,1,1,1,1
jouri,Jouri,جوري,جوری,Female,Female,Female,Female,Jouri is a girl name in Islam. Red rose — top Levantine girls name.,Arabic,4,Jeem · Waw · Ra · Ya,Red rose — top Levantine girls name,From the Damascene rose (Rosa damascena). The Persian-Arabic jūrī originally referred to roses from the town of Jūr (modern Firouzabad in Iran).,,0,0,1,0,1,1153,0,0,,1,1,1,1,0,1,1,0,0
jubair,Jubair,جبير,جبیر,Male,Male,Male,Male,Jubair is a boy name in Islam. Companion Jubayr ibn Mut'im — he heard the Prophet reciting .,Arabic,4,Jeem · Ba · Ya · Ra,Companion Jubayr ibn Mut'im — he heard the Prophet reciting,"Diminutive of Jabr — from the root j-b-r (to mend, to restore). Jubayr ibn Muṭʿim was a famed companion of the Prophet ﷺ.",,0,0,1,0,0,1125,3,0,,1,1,1,1,0,1,1,1,1
jumana,Jumana,جمانة,جمانہ,Female,Female,Female,Female,Jumana is a girl name in Islam. Silver pearls.,Arabic,5,Jeem · Meem · Alif · Nun · Ta,Silver pearls.,"From Persian gawhar / jumān — silver pearl, Arabized in classical naming.",,0,0,1,0,0,1212,0,0,,1,1,1,1,0,1,1,1,1
jumanah,Jumanah,جمانة,جمانہ,Female,Female,Female,Female,,Arabic,5,Jeem · Meem · Alif · Nun · Ta,Silver pearl — the rarest and most precious luminous gem,Variant of Jumana — silver pearl. Persian loan jumān / gawhar.,,0,0,1,0,1,848,0,0,,1,1,1,1,0,1,1,0,0
